,GSM4251054,GSM4251055,GSM4251056,GSM4251057,GSM4251058,GSM4251059,GSM4251060,GSM4251061,GSM4251062,GSM4251063,GSM4251064,GSM4251065,GSM4251066,GSM4251067,GSM4251068,GSM4251069,GSM4251070,GSM4251071,GSM4251072,GSM4251073,GSM4251074,GSM4251075,GSM4251076,GSM4251077,GSM4251078,GSM4251079,GSM4251080,GSM4251081,GSM4251082,GSM4251083
SGTB,0.431881754,0.423415226,0.443636928,0.471796461,0.464261018,0.456460889,0.546164045,0.539790479,0.469281267,0.481085848,0.484947973,0.456539736,0.445559345,0.474293415,0.414389111,0.419823099,0.519608695,0.512061488,0.497795873,0.481381483,0.481835102,0.491108349,0.499655864,0.50194495,0.534927556,0.489437968,0.515213042,0.47808067,0.487583232,0.484690214
SHC1,0.943609453,0.963074833,0.938836331,0.923552774,0.93006868,0.954558192,0.851252498,0.840204554,0.828110163,0.839857316,0.8583067,0.828131096,0.840958203,0.834464828,0.915758901,0.924760297,0.85942671,0.843329265,0.868238847,0.872066347,0.718774418,0.746240578,0.710238302,0.710223668,0.68285251,0.72839692,0.697653476,0.691039361,0.78474841,0.783857595
SRPRA,0.688079976,0.681419757,0.668465916,0.628722278,0.659049076,0.675317501,0.786725611,0.797694101,0.72506191,0.707246154,0.710094755,0.71409418,0.707464201,0.702766383,0.758284791,0.767383067,0.751526972,0.748366844,0.754399393,0.73573062,0.701922319,0.71148357,0.701864199,0.698192019,0.689072979,0.686383032,0.69156466,0.67139528,0.696954708,0.701403111
SRPRB,0.655103619,0.648299385,0.654543703,0.662771841,0.667351886,0.629116676,0.645921336,0.651239151,0.64387547,0.591099462,0.594265405,0.618812136,0.61030853,0.587862102,0.626565557,0.631243659,0.656314279,0.632795948,0.627042258,0.625389886,0.591243783,0.630477056,0.627109331,0.618220751,0.623960195,0.587595024,0.601870288,0.635592013,0.587274142,0.604125056
SRPX,0.466959041,0.496728202,0.503674328,0.501002111,0.490025992,0.533111378,0.750862032,0.779932851,0.251918182,0.262165503,0.239679985,0.216852773,0.246983804,0.257388353,0.773666182,0.779949476,0.381836121,0.349282043,0.415510319,0.383900801,0.356310914,0.353294192,0.365052088,0.366495279,0.358667066,0.275357876,0.280769762,0.245411812,0.31253305,0.33963073
SSR1,0.751021409,0.734852107,0.746497283,0.789040984,0.776115333,0.75236795,0.791423962,0.805103856,0.73568276,0.672225151,0.691370715,0.722949852,0.712580717,0.706889023,0.757757769,0.780555125,0.784791673,0.763293157,0.776136884,0.763058549,0.693970916,0.714759688,0.722787317,0.696323923,0.741619651,0.708356482,0.746024431,0.722076443,0.708600447,0.711930599
STT3B,0.816120123,0.777139151,0.855315696,0.872701608,0.850385065,0.806259976,0.723170644,0.768179643,0.773073058,0.732989173,0.724564368,0.762298205,0.753219452,0.780386161,0.750065572,0.747857736,0.78688854,0.769411007,0.774621131,0.752161912,0.749008612,0.768154227,0.800837217,0.765399732,0.807253248,0.74571784,0.791023959,0.721842785,0.75740277,0.7514414
STUB1,0.664423646,0.648564087,0.651354436,0.644147605,0.622056375,0.629116676,0.678531568,0.664076314,0.645993611,0.670851552,0.68023289,0.647902053,0.673449542,0.656129394,0.689763261,0.668331389,0.667643571,0.664292969,0.660418087,0.678552956,0.680410609,0.657231286,0.625425935,0.681165943,0.619167683,0.657345233,0.627589565,0.678756596,0.665543057,0.648270819
SULT1A3,0,0.019270386,0.015169656,0.016119626,0,0.027183286,0,0,0.015270017,0.014821159,0.014901195,0.016538318,0.028696898,0,0,0.029467552,0.058966143,0.030504846,0,0,0,0,0.017696678,0,0.015530492,0.030556058,0.04381506,0,0.032831101,0.049373855
SULT1A4,0,0.019270386,0.028936249,0,0,0,0,0.014848917,0.029119202,0.014821159,0.028446361,0.031422565,0.041207486,0.022789877,0,0,0,0,0.015422408,0.015354273,0,0,0.017696678,0,0.015530492,0.055898462,0.016080038,0.027123288,0.032831101,0
SVIP,0.5374117,0.504579684,0.537960159,0.590121397,0.537221268,0.523663879,0.250393589,0.239240121,0.469968463,0.488307784,0.476238273,0.482672206,0.476327935,0.466977192,0.25328761,0.290190762,0.425070501,0.391402641,0.458570797,0.43093111,0.50689488,0.505585607,0.487345422,0.505934579,0.525136392,0.489437968,0.459489696,0.474432733,0.457631447,0.448142271
SYVN1,0.623996911,0.619126694,0.565094939,0.551500956,0.571616898,0.619648504,0.561942052,0.583832065,0.644088645,0.614248355,0.604899734,0.656673096,0.634079385,0.641602244,0.617641846,0.622023927,0.699447973,0.710542785,0.672990164,0.673187368,0.5790832,0.616054923,0.581433394,0.598438596,0.54197808,0.608964335,0.587457014,0.569453996,0.611548042,0.606139703
TARDBP,0.765329716,0.766744414,0.764132728,0.776881592,0.774336061,0.775493757,0.705800295,0.699771657,0.820617049,0.797476403,0.798167819,0.813268998,0.806165349,0.806888717,0.701613046,0.705475409,0.801794763,0.791141588,0.807102575,0.800532332,0.846635246,0.843261551,0.861872812,0.859671542,0.87931419,0.835811532,0.858951563,0.803082063,0.856144885,0.843490007
TATDN2,0.565990474,0.584856051,0.555057208,0.516652266,0.540353717,0.573023625,0.596025666,0.600806093,0.670383062,0.679072657,0.683773923,0.679893026,0.674136452,0.67018849,0.588781273,0.600520683,0.662933483,0.671366627,0.645837731,0.670878465,0.621844573,0.618041686,0.616411727,0.604072982,0.593798041,0.636417032,0.634464597,0.582523075,0.618062731,0.626087306
TBL2,0.598180996,0.610844312,0.606018261,0.579026287,0.600003537,0.586989519,0.573332844,0.574229655,0.60538573,0.553416204,0.554238648,0.573236218,0.5575255,0.551381903,0.584450902,0.591889767,0.597988343,0.568824282,0.561383901,0.561453905,0.593351964,0.593584278,0.585176954,0.580131407,0.573302641,0.570573866,0.558895331,0.573938974,0.548879906,0.559073888
THBS1,0.903025871,0.906083931,0.88691318,0.888766107,0.901618614,0.927880626,1.228233832,1.215297176,0.861135331,0.831823748,0.836363802,0.841643954,0.824043912,0.863743,1.291928791,1.291906207,0.727295831,0.704837106,0.813381632,0.815902437,0.992843624,0.984510086,0.992528839,1.012079188,1.002452548,0.950408874,0.946937515,0.891747799,1.011308644,0.998168401
THBS4,0.230133654,0.160309422,0.185142639,0.177200683,0.167935842,0.190914072,0.583914125,0.639767886,0.278946331,0.248117949,0.200446186,0.276546821,0.224229392,0.233731194,0.320088141,0.280599326,0.385506267,0.377303217,0.366253054,0.344773924,0.359698357,0.364531195,0.36177552,0.370736549,0.349553612,0.3323486,0.311002012,0.339791393,0.282696964,0.266351034
TLN1,0.943609453,0.970628549,0.911146667,0.846635249,0.908291078,0.979646372,0.922032166,0.910564398,0.834415553,0.867472035,0.882750397,0.820318543,0.835608031,0.864041357,0.855100017,0.866513978,0.842043429,0.834290615,0.869713383,0.881194501,0.865967746,0.871335659,0.852589371,0.856284616,0.836284043,0.858011608,0.818031637,0.774808306,0.891361824,0.880614332
TMBIM6,0.944357041,0.940396611,0.934262981,0.930603588,0.951263935,0.948284786,0.9448663,0.96584418,1.002613017,0.969947043,0.966512654,1.000201866,0.98748635,0.995388708,0.933325169,0.93133593,0.939903621,0.93413118,0.945745272,0.945562792,0.979515158,0.994791443,1.005945356,0.997322021,0.998247369,0.999860451,1.011270567,0.994248472,1.009666148,1.025994619
TMCO1,0.712962502,0.746532845,0.788005551,0.837686992,0.805549659,0.69759176,0.637986808,0.655322915,0.660796436,0.63883889,0.643679283,0.661492039,0.663484584,0.645853364,0.656261912,0.648967595,0.665445599,0.63158154,0.640200987,0.640836015,0.652470404,0.640263376,0.650789958,0.641678355,0.67930007,0.66239664,0.691401018,0.674319271,0.665121144,0.673420244
TMED2,0.820122638,0.811462257,0.845467381,0.879262313,0.846113241,0.807847478,0.842990119,0.844629327,0.786106841,0.750147543,0.754982765,0.786341409,0.774583724,0.790610542,0.80694873,0.790733492,0.822167004,0.801157752,0.796656405,0.783727879,0.741070347,0.768667936,0.768980622,0.759162333,0.777048665,0.802367329,0.827781711,0.784329595,0.814732727,0.825653752
TMEM117,0.377776796,0.375787167,0.446054774,0.462170936,0.463108511,0.372747604,0.294062879,0.330183086,0.42648904,0.389433176,0.379570512,0.439251409,0.394933703,0.40714046,0.338799573,0.309749255,0.296386556,0.248924825,0.275229146,0.308797014,0.336163393,0.297280582,0.349704314,0.331042324,0.360133205,0.232312795,0.325051385,0.362315527,0.31476934,0.327146714
TMEM129,0.621737721,0.617832071,0.61399542,0.616209434,0.584193663,0.632570993,0.552973241,0.563610695,0.603159367,0.616501331,0.628573736,0.635668426,0.635640545,0.611972002,0.639723679,0.633577957,0.592218802,0.585341416,0.588093574,0.613248256,0.586571049,0.586438392,0.558087133,0.599041826,0.541547065,0.635229696,0.588767203,0.577061817,0.646705308,0.631247717
TMEM259,0.744319553,0.761261736,0.7447855,0.728590189,0.705373613,0.757252307,0.666088158,0.675224594,0.785531,0.758134351,0.765085493,0.796007821,0.806940108,0.771918408,0.724273262,0.742938072,0.80190554,0.825665237,0.810732997,0.814680462,0.769068631,0.744561933,0.730648417,0.766870338,0.72163401,0.759483143,0.72458211,0.701316306,0.769621921,0.757237065
TMEM33,0.583374933,0.54773789,0.559974678,0.617562998,0.614922897,0.60395389,0.466768497,0.522117514,0.602597538,0.584163714,0.572099164,0.614069752,0.618494936,0.617142638,0.465800567,0.48306496,0.600577663,0.606688545,0.602996873,0.600603323,0.590534372,0.606923194,0.623437621,0.615819737,0.662844804,0.619926467,0.664953927,0.654014733,0.622346638,0.629832109
TMEM67,0.390591397,0.329731336,0.378420403,0.403956296,0.393615907,0.372747604,0.23866733,0.248355454,0.492217404,0.469550719,0.451935975,0.488052393,0.471732385,0.496078089,0.380011061,0.362383579,0.402611911,0.410864581,0.434252251,0.371074834,0.446170137,0.447667583,0.447533687,0.459452019,0.494180779,0.363465743,0.443083574,0.377222058,0.348402635,0.36523973
TMTC3,0.502740893,0.447700404,0.505830623,0.571142089,0.549374219,0.503772596,0.443237909,0.508880673,0.376831854,0.423000849,0.318253623,0.361633985,0.394933703,0.40714046,0.446627071,0.431060485,0.389088156,0.436440502,0.432480676,0.394569802,0.462989358,0.484346685,0.524395805,0.504237805,0.581115757,0.482954396,0.511424919,0.47808067,0.470655549,0.448142271
TMTC4,0.514549877,0.526521089,0.519622153,0.514514706,0.493839585,0.507771859,0.317373541,0.321422404,0.663064126,0.63883889,0.640310487,0.651252006,0.64839047,0.658220918,0.401111352,0.425547735,0.628930752,0.631337465,0.626073681,0.642793992,0.666134581,0.662343785,0.656394717,0.665256968,0.665121632,0.611502098,0.609439581,0.575820525,0.5911424,0.577144646
TMUB1,0.542479758,0.522260329,0.495298267,0.488722561,0.452934546,0.524547935,0.452230376,0.467141448,0.521111148,0.531811362,0.533941087,0.52109112,0.552958354,0.530537226,0.479402887,0.489294719,0.531635013,0.537046006,0.5484626,0.550219869,0.542735468,0.522573755,0.509190344,0.554865932,0.496534974,0.594333709,0.525034436,0.586636476,0.609106599,0.592894355
TMUB2,0.555715095,0.589252306,0.579477475,0.577623488,0.559402634,0.568499491,0.544216022,0.546311567,0.567892151,0.544422607,0.577390091,0.584367991,0.596830459,0.567498196,0.61128709,0.616932074,0.593570207,0.588631269,0.583315453,0.596236516,0.550377238,0.573709604,0.552668664,0.561207732,0.527051668,0.614272037,0.582778413,0.584299888,0.589396544,0.603786616
TMX1,0.610249005,0.572161714,0.631329255,0.658534331,0.609609945,0.605497543,0.549607548,0.604628975,0.568247015,0.541162621,0.538649876,0.567535811,0.564482082,0.584493476,0.486092377,0.513977573,0.528891396,0.554396421,0.571881669,0.556907628,0.633213541,0.637320097,0.640698509,0.646132718,0.669573471,0.606671667,0.615829192,0.597260633,0.599904997,0.606139703
TNFRSF10B,0.814969208,0.832035327,0.815092409,0.811689203,0.819400812,0.835181299,0.750567906,0.764446469,0.836127222,0.806139816,0.801018431,0.823617924,0.834093627,0.833187027,0.790939614,0.795260629,0.892135408,0.880026495,0.882452772,0.888721174,0.813204058,0.822768827,0.816105733,0.831219062,0.821555302,0.838027684,0.826993142,0.785096233,0.891592938,0.878967561
TPP1,0.712432746,0.718914548,0.689065962,0.687127085,0.724858517,0.71865036,0.718010197,0.757848213,0.740889007,0.720054517,0.730376366,0.747781156,0.739066645,0.757707984,0.809581621,0.824244272,0.674049345,0.66468404,0.696857053,0.690159069,0.671184856,0.687522847,0.687885112,0.6857766,0.682517809,0.61122225,0.639188045,0.579513794,0.644052201,0.649771338
TRIB3,0.669465024,0.669500963,0.666476946,0.625691222,0.625790379,0.635110158,0.77995302,0.787071746,0.727637068,0.721042999,0.724322258,0.7110213,0.705811253,0.677142326,0.826547725,0.810914745,0.81268983,0.814022464,0.786170303,0.802320563,0.669311011,0.732380783,0.661353495,0.639400206,0.60463937,0.534528618,0.52046281,0.582523075,0.527607131,0.543157436
TRIM13,0.499820764,0.508694052,0.552731669,0.592691098,0.582386506,0.499662991,0.440115599,0.462314556,0.541955464,0.509619287,0.504724915,0.542264912,0.524979428,0.534674294,0.484116884,0.462641048,0.571886438,0.571768221,0.543471439,0.523399914,0.497901381,0.517677593,0.531453501,0.489291835,0.539373084,0.557102865,0.613637668,0.588936978,0.529719223,0.546678681
TRIM25,0.542479758,0.561639627,0.532691837,0.5015903,0.524371934,0.55476054,0.695227898,0.701469951,0.558734158,0.5974445,0.602996969,0.567922701,0.537496297,0.560231817,0.660175525,0.705475409,0.584320238,0.575012061,0.582341158,0.580351982,0.526164646,0.528347323,0.519306134,0.52541195,0.520734801,0.4529573,0.440459033,0.364905858,0.504033226,0.476955734
TSPYL2,0.632403443,0.632964931,0.644552697,0.603439814,0.601152921,0.604470221,0.580264772,0.564672061,0.693796854,0.637118196,0.631086882,0.669908702,0.651214745,0.634815558,0.640653637,0.651041848,0.72637936,0.731527427,0.684090373,0.691878966,0.57240851,0.56631534,0.545123107,0.557673748,0.537610761,0.628150022,0.61691298,0.579513794,0.651873832,0.630399968
TTC23L,0.091719039,0.019270386,0.028936249,0.096726767,0.078679511,0.027183286,0.014419802,0.028350878,0.236310573,0.177915875,0.173699188,0.1901149,0.115300784,0.162842472,0.016184238,0,0.101097983,0.113072243,0.053937418,0.117064456,0.13703582,0.100212697,0.11300308,0.141078167,0.093963299,0.148374626,0.121053591,0.163507391,0.071534857,0.096936657
TXNDC12,0.714888981,0.734406897,0.742070824,0.764547605,0.748949845,0.686425264,0.651558945,0.664437627,0.653378819,0.617738415,0.609683788,0.651031005,0.655158738,0.632717756,0.659972089,0.637689671,0.646586432,0.633519869,0.633420418,0.618682375,0.653871385,0.685743868,0.670593503,0.665449827,0.663797715,0.652116494,0.664758256,0.683065553,0.638094165,0.652971517
UBA5,0.555715095,0.518508667,0.543464787,0.581792865,0.564467751,0.522774545,0.534911635,0.545511874,0.626949729,0.613235989,0.602173998,0.629664407,0.613688699,0.632011872,0.601366716,0.58753706,0.634825006,0.61806071,0.605248886,0.594751995,0.593002666,0.587826204,0.602929976,0.592582683,0.62932338,0.58494553,0.616372071,0.575820525,0.575799045,0.573036697
UBAC2,0.68828815,0.691466996,0.703514308,0.718128009,0.699337829,0.680046792,0.656622618,0.661889833,0.63211701,0.624010686,0.615077661,0.651252006,0.651813042,0.636197858,0.675977324,0.676538162,0.619061785,0.613174607,0.623871079,0.623187439,0.608908398,0.616340374,0.593095884,0.613925152,0.607161302,0.621241704,0.607726648,0.607177229,0.613651966,0.621646051
UBE2G2,0.698536792,0.694994011,0.678030889,0.686788831,0.691056813,0.700325047,0.616198605,0.607035726,0.726293729,0.719806368,0.722493782,0.744511101,0.748822702,0.737012025,0.688087128,0.693422984,0.743552352,0.736794125,0.741877797,0.745805201,0.72012118,0.719685171,0.718317899,0.707050751,0.695812208,0.736948115,0.720328795,0.686958105,0.75740277,0.733843683
UBE2J1,0.739972417,0.719736853,0.739974068,0.760473966,0.739033135,0.717448095,0.698882341,0.696897417,0.719517516,0.708054572,0.714040892,0.708936922,0.697259642,0.705599421,0.665957466,0.672134133,0.749494288,0.721070356,0.726111067,0.725670198,0.661791149,0.689105962,0.670176209,0.662530392,0.681846143,0.699333074,0.704256021,0.672050034,0.680939855,0.699455064
UBE2J2,0.630269113,0.609475326,0.584925895,0.584508995,0.571895849,0.616353814,0.580264772,0.589010683,0.624540371,0.642639283,0.640947967,0.644012072,0.655158738,0.624390825,0.600154957,0.565473694,0.637853563,0.658910502,0.664415084,0.655029104,0.670562857,0.643149624,0.638129872,0.663509908,0.620443896,0.646033792,0.606284002,0.644499628,0.650714816,0.650763351
UBE2K,0.707760845,0.669500963,0.66316387,0.732378279,0.720914363,0.702742845,0.633962591,0.624062646,0.665482448,0.665047639,0.654517344,0.669323031,0.668550376,0.686999871,0.593626271,0.581418711,0.711096633,0.713526887,0.693032164,0.697522531,0.677067289,0.692051148,0.710238302,0.706612797,0.739691871,0.664761787,0.698123737,0.65657355,0.638347233,0.652971517
UBE4A,0.625906457,0.588857965,0.60101851,0.630462323,0.616583785,0.627359006,0.554810725,0.560017173,0.65887996,0.620907561,0.585298375,0.64699586,0.627665797,0.633069448,0.588781273,0.581089625,0.645324537,0.615637692,0.619873072,0.631108677,0.646242444,0.656579707,0.681052058,0.656104186,0.67138984,0.656106972,0.665539401,0.592322456,0.644780475,0.642374593
UBE4B,0.649001715,0.661475788,0.629707172,0.599841242,0.634277697,0.671751362,0.628273436,0.63783901,0.716535038,0.72988829,0.725888983,0.711316702,0.706364276,0.734899224,0.625543036,0.629111049,0.691994844,0.698437821,0.710419019,0.711648892,0.672626167,0.68928083,0.682020045,0.68271874,0.662461926,0.694447632,0.701221433,0.667405142,0.699156246,0.693081599
UBQLN2,0.635696801,0.626052724,0.601300721,0.601050451,0.618634186,0.626027008,0.523642467,0.521647672,0.641726775,0.656180183,0.656440646,0.630682033,0.651813042,0.653396404,0.569158332,0.568372215,0.686570514,0.662520336,0.647530059,0.652215485,0.618934856,0.619723786,0.626830083,0.619538113,0.62346292,0.653599137,0.663972994,0.603600094,0.62976026,0.650019961
UBXN1,0.69299756,0.657045398,0.651957648,0.636278446,0.6410864,0.654738583,0.658455215,0.621917743,0.69860111,0.717806153,0.722861277,0.704060173,0.732960066,0.717421993,0.756058659,0.734123706,0.748546688,0.748478148,0.736303997,0.739504212,0.714504884,0.714169365,0.666367008,0.702912216,0.651114417,0.703461377,0.674973027,0.714411375,0.700161469,0.694193742
UBXN4,0.689737275,0.659522975,0.710583638,0.732502904,0.716018068,0.705906714,0.701224206,0.731450077,0.798091369,0.791612196,0.777881357,0.799965955,0.777693595,0.788522101,0.710573749,0.70490257,0.785411469,0.766777611,0.755320367,0.754936259,0.706399116,0.696445842,0.722787317,0.706612797,0.732321971,0.729413893,0.758637405,0.695570709,0.729197225,0.718661558
UBXN6,0.640647494,0.651185554,0.645184032,0.640496195,0.622850298,0.622415659,0.766910152,0.736428876,0.671095559,0.70117977,0.71623149,0.685787726,0.706502212,0.690862565,0.773666182,0.764333543,0.683660018,0.698282055,0.683099698,0.682246847,0.656634429,0.623032051,0.580673258,0.636385549,0.585999015,0.668812529,0.59885344,0.666729603,0.647658477,0.647008737
UBXN8,0.418502393,0.401496719,0.412079922,0.473223621,0.461362858,0.429022427,0.383163786,0.391969465,0.323480524,0.299863646,0.306716288,0.363169399,0.365392403,0.334267498,0.37178777,0.383672413,0.348679263,0.330269737,0.369007361,0.334862818,0.334189129,0.374979649,0.349704314,0.367922496,0.36725495,0.297637838,0.306731887,0.305795818,0.305615397,0.303689554
